WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
592daad6,MP 0049,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 49,IDA 0338,,,,,2023-10-24,79677,Approved by IDA,Sanctioned,Lok Sabha,0,
691e275d,MP 0054,NA - construction of cremation ground shed,Normal/Others,Rajasthan,Rajasthan Constituency 54,IDA 0217,,,Block 9,Village 16,2023-11-20,316491,Approved by IDA,Unsanctioned,Lok Sabha,0,
bcd105da,MP 0265,NA - installation of RO water purification unit,Normal/Others,Gujarat,Gujarat Constituency 265,IDA 0318,,,Block 4,Village 74,2023-05-16,349687,Action Pending,Unsanctioned,Lok Sabha,0,
9064566f,MP 0025,NA - development of public park,Normal/Others,Delhi,Delhi Constituency 25,IDA 0130,,,Block 1,Village 89,2024-02-29,1480744,Approved by IDA,Unsanctioned,Rajya Sabha,0,
2a362d19,MP 0298,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 298,IDA 0377,,Ward 20,Block 6,,2023-05-14,459326,Approved by IDA,Unsanctioned,Rajya Sabha,0,
1b174f1a,MP 0122,NA - installation of RO water purification unit,Normal/Others,Kerala,Kerala Constituency 122,IDA 0346,,Ward 26,Block 6,,2023-07-22,112323,Action Pending,Sanctioned,Lok Sabha,0,
d0db9f36,MP 0192,NA - development of public park,Normal/Others,Odisha,Odisha Constituency 192,IDA 0299,,,Block 12,,2024-02-27,494889,Action Pending,Sanctioned,Lok Sabha,1,structuring
f3569473,MP 0251,NA - installation of solar street lights,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 251,IDA 0077,,,Block 11,Village 97,2023-05-05,345359,Approved by IDA,Unsanctioned,Rajya Sabha,0,
0bf3420b,MP 0269,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 269,IDA 0275,,Ward 18,,Village 80,2024-02-12,347482,Action Pending,Unsanctioned,Lok Sabha,0,
f2c0d0b7,MP 0131,NA - construction of cremation ground shed,Normal/Others,Gujarat,Gujarat Constituency 131,IDA 0334,,,Block 1,Village 85,2023-09-01,470493,Action Pending,Completed,Lok Sabha,0,
64291c89,MP 0241,NA - construction of cremation ground shed,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 241,IDA 0191,,Ward 5,,,2023-09-07,460845,Approved by IDA,Unsanctioned,Lok Sabha,0,
168d1240,MP 0164,NA - installation of hand pumps and borewells,Normal/Others,Delhi,Delhi Constituency 164,IDA 0113,,Ward 3,Block 7,,2024-03-16,168390,Action Pending,Unsanctioned,Rajya Sabha,0,
a8a29783,MP 0064,NA - renovation of government school building,Normal/Others,Assam,Assam Constituency 64,IDA 0003,,,,,2023-04-22,1666809,Approved by IDA,Unsanctioned,Rajya Sabha,0,
5fa4405a,MP 0049,NA - renovation of government school building,Normal/Others,Haryana,Haryana Constituency 49,IDA 0242,,,,,2023-06-16,2036886,Action Pending,Unsanctioned,Lok Sabha,0,
e1c8c3e8,MP 0080,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 80,IDA 0363,,,,Village 26,2023-06-11,1943670,Approved by IDA,Completed,Lok Sabha,0,
4d5a4554,MP 0120,NA - installation of RO water purification unit,Normal/Others,Bihar,Bihar Constituency 120,IDA 0059,,,,,2023-05-11,184245,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
54ee14af,MP 0273,NA - installation of street lights,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 273,IDA 0110,,,,,2023-05-18,270382,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
bbf60472,MP 0253,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 253,IDA 0195,,,,,2024-03-18,469395,Action Pending,Sanctioned,Rajya Sabha,0,
a367acd4,MP 0255,NA - installation of street lights,Normal/Others,Jharkhand,Jharkhand Constituency 255,IDA 0060,,Ward 23,,,2023-08-07,215086,Approved by IDA,Unsanctioned,Rajya Sabha,0,
dda4a030,MP 0141,NA - construction of cremation ground shed,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 141,IDA 0373,,,,,2023-12-31,392890,Action Pending,Unsanctioned,Lok Sabha,0,
6cc2d151,MP 0299,NA - construction of public toilet complex,Normal/Others,Delhi,Delhi Constituency 299,IDA 0214,,,Block 1,,2023-10-01,672673,Rejected by IDA,Completed,Lok Sabha,1,vendor_capture
6ed3f04a,MP 0195,NA - installation of street lights,Normal/Others,Haryana,Haryana Constituency 195,IDA 0005,,,,Village 89,2023-11-01,1315033,Rejected by IDA,Unsanctioned,Lok Sabha,1,overpricing
34a6095d,MP 0058,NA - installation of street lights,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 58,IDA 0189,,,,Village 97,2023-12-30,151376,Action Pending,Unsanctioned,Lok Sabha,0,
4f2b8b06,MP 0085,NA - installation of CCTV surveillance system,Normal/Others,Maharashtra,Maharashtra Constituency 85,IDA 0127,,,,,2023-08-25,2454488,Approved by IDA,Unsanctioned,Lok Sabha,1,structuring
ab9c6c92,MP 0133,NA - repair of internal roads,Normal/Others,West Bengal,West Bengal Constituency 133,IDA 0078,,Ward 22,,Village 52,2023-04-20,2392617,Action Pending,Unsanctioned,Lok Sabha,0,
263e7357,MP 0007,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 7,IDA 0135,,,Block 8,,2024-03-16,73175,Rejected by IDA,Unsanctioned,Lok Sabha,1,duplicate
d6c5f029,MP 0084,NA - repair of drinking water supply pipeline,Normal/Others,Karnataka,Karnataka Constituency 84,IDA 0155,,,,,2024-01-20,536084,Approved by IDA,Unsanctioned,Lok Sabha,0,
29e88fa1,MP 0280,NA - installation of RO water purification unit,Normal/Others,Maharashtra,Maharashtra Constituency 280,IDA 0199,,Ward 29,,Village 43,2023-10-21,313924,Action Pending,Unsanctioned,Rajya Sabha,0,
62e31812,MP 0021,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 21,IDA 0350,,Ward 6,Block 11,,2023-08-24,147323,Approved by IDA,Sanctioned,Lok Sabha,0,
e0d854e8,MP 0278,NA - installation of street lights,Normal/Others,Maharashtra,Maharashtra Constituency 278,IDA 0315,,Ward 19,,Village 1,2023-07-05,297636,Action Pending,Ongoing,Lok Sabha,0,
89b2e435,MP 0187,NA - installation of solar street lights,Normal/Others,Assam,Assam Constituency 187,IDA 0336,,,Block 2,Village 89,2023-05-08,487047,Approved by IDA,Unsanctioned,Lok Sabha,0,
a0fb5742,MP 0017,NA - repair of drinking water supply pipeline,Normal/Others,Uttarakhand,Uttarakhand Constituency 17,IDA 0127,,,Block 11,,2023-06-22,829097,Approved by IDA,Sanctioned,Rajya Sabha,0,
8ac4be37,MP 0276,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 276,IDA 0199,,,,Village 10,2023-12-09,176682,Approved by IDA,Ongoing,Rajya Sabha,0,
2267518a,MP 0268,NA - installation of hand pumps and borewells,Normal/Others,Jharkhand,Jharkhand Constituency 268,IDA 0218,,Ward 28,Block 8,,2024-03-18,179497,Action Pending,Unsanctioned,Rajya Sabha,0,
b6be9f1d,MP 0215,NA - renovation of government school building,Normal/Others,Delhi,Delhi Constituency 215,IDA 0294,,Ward 2,,,2023-04-15,1008502,Rejected by IDA,Unsanctioned,Lok Sabha,0,
ad9f66f0,MP 0288,NA - construction of community hall,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 288,IDA 0258,,Ward 30,,,2023-05-19,2534111,Approved by IDA,Sanctioned,Lok Sabha,0,
b69a6953,MP 0205,NA - repair of internal roads,Normal/Others,Odisha,Odisha Constituency 205,IDA 0345,,,Block 15,,2023-05-19,8285290,Approved by IDA,Completed,Lok Sabha,1,overpricing
0c7c7dd3,MP 0057,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0222,,,,,2023-07-21,958807,Action Pending,Unsanctioned,Lok Sabha,1,structuring
47b6bb00,MP 0080,NA - installation of CCTV surveillance system,Normal/Others,Haryana,Haryana Constituency 80,IDA 0063,,,Block 2,Village 15,2023-09-19,404633,Approved by IDA,Unsanctioned,Lok Sabha,0,
abd0f6d5,MP 0122,NA - installation of hand pumps and borewells,Normal/Others,Kerala,Kerala Constituency 122,IDA 0296,,,Block 7,,2023-06-12,91884,Approved by IDA,Sanctioned,Lok Sabha,0,
cda0e773,MP 0213,NA - installation of street lights,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 213,IDA 0193,,,Block 15,,2023-10-03,247681,Action Pending,Completed,Lok Sabha,0,
11052efd,MP 0202,NA - construction of community hall,Normal/Others,Karnataka,Karnataka Constituency 202,IDA 0197,,,Block 6,Village 67,2023-07-14,1836964,Action Pending,Unsanctioned,Rajya Sabha,0,
8824235c,MP 0077,NA - repair of drinking water supply pipeline,Normal/Others,Assam,Assam Constituency 77,IDA 0359,,,,,2023-04-01,1064822,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
6cb09ced,MP 0026,NA - development of public park,Normal/Others,Gujarat,Gujarat Constituency 26,IDA 0049,,Ward 18,Block 5,Village 60,2024-01-11,1525799,Approved by IDA,Unsanctioned,Lok Sabha,0,
1fe22905,MP 0217,NA - construction of boundary wall for school,Normal/Others,Karnataka,Karnataka Constituency 217,IDA 0090,,,Block 5,,2024-01-01,280453,Action Pending,Unsanctioned,Lok Sabha,0,
4095c751,MP 0056,NA - construction of cremation ground shed,Normal/Others,Maharashtra,Maharashtra Constituency 56,IDA 0087,,,,Village 18,2023-12-19,261936,Rejected by IDA,Unsanctioned,Lok Sabha,0,
475eb42a,MP 0074,NA - installation of RO water purification unit,Normal/Others,Haryana,Haryana Constituency 74,IDA 0078,,,Block 11,,2024-02-21,230076,Approved by IDA,Ongoing,Lok Sabha,0,
6e221e5a,MP 0080,NA - repair of drinking water supply pipeline,Normal/Others,Haryana,Haryana Constituency 80,IDA 0304,,,Block 10,,2023-11-14,616460,Approved by IDA,Unsanctioned,Lok Sabha,0,
da74f91b,MP 0151,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 151,IDA 0159,,,,,2023-09-01,564255,Action Pending,Unsanctioned,Lok Sabha,0,
5e95573d,MP 0132,NA - development of public park,Normal/Others,Odisha,Odisha Constituency 132,IDA 0351,,,,,2023-07-08,705589,Approved by IDA,Unsanctioned,Lok Sabha,0,
98522942,MP 0160,NA - renovation of government school building,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 160,IDA 0282,,,,,2024-02-22,1189518,Approved by IDA,Sanctioned,Lok Sabha,0,
567e938b,MP 0139,NA - repair of drinking water supply pipeline,Normal/Others,Gujarat,Gujarat Constituency 139,IDA 0150,,,Block 8,Village 19,2023-11-21,484664,Approved by IDA,Unsanctioned,Lok Sabha,0,
ba4f40ca,MP 0083,NA - repair of internal roads,Normal/Others,Maharashtra,Maharashtra Constituency 83,IDA 0058,,,,,2023-05-22,2060121,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
f5ff1145,MP 0054,NA - installation of hand pumps and borewells,Normal/Others,Rajasthan,Rajasthan Constituency 54,IDA 0246,,,Block 3,Village 36,2023-05-01,476044,Action Pending,Unsanctioned,Lok Sabha,1,structuring
46c3fef8,MP 0276,NA - repair and renovation of anganwadi center,Normal/Others,Delhi,Delhi Constituency 276,IDA 0395,,,Block 3,,2023-06-28,231125,Action Pending,Sanctioned,Rajya Sabha,0,
97d6a9fa,MP 0166,NA - installation of solar street lights,Normal/Others,Bihar,Bihar Constituency 166,IDA 0329,,Ward 11,,,2023-12-31,491911,Action Pending,Sanctioned,Lok Sabha,1,structuring
ec0deb01,MP 0080,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 80,IDA 0211,,Ward 27,,,2024-01-08,667997,Action Pending,Unsanctioned,Lok Sabha,0,
e3d4422e,MP 0053,NA - construction of drainage system,Normal/Others,Delhi,Delhi Constituency 53,IDA 0221,,Ward 6,Block 14,Village 23,2023-05-26,931860,Action Pending,Unsanctioned,Lok Sabha,0,
304e0f1f,MP 0164,NA - renovation of government school building,Normal/Others,Delhi,Delhi Constituency 164,IDA 0157,,Ward 9,,,2023-06-30,1006635,Approved by IDA,Unsanctioned,Rajya Sabha,0,
d742bbd2,MP 0294,NA - construction of community hall,Normal/Others,Karnataka,Karnataka Constituency 294,IDA 0222,,,Block 10,Village 54,2024-03-29,2060733,Action Pending,Sanctioned,Lok Sabha,0,
aa619d6d,MP 0166,NA - installation of solar street lights,Normal/Others,Bihar,Bihar Constituency 166,IDA 0143,,Ward 19,Block 9,Village 99,2024-01-07,377371,Action Pending,Ongoing,Lok Sabha,0,
1f008a0a,MP 0142,NA - installation of solar street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 142,IDA 0074,,,,,2023-05-04,176586,Action Pending,Unsanctioned,Rajya Sabha,0,
04b7ec8a,MP 0081,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 81,IDA 0390,,,Block 7,,2023-10-14,551760,Action Pending,Sanctioned,Lok Sabha,0,
0a6eb5da,MP 0023,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 23,IDA 0105,,Ward 27,,Village 82,2023-10-25,1032386,Approved by IDA,Unsanctioned,Lok Sabha,0,
733a7161,MP 0194,NA - construction of drainage system,Normal/Others,Delhi,Delhi Constituency 194,IDA 0321,,,,,2023-04-27,809635,Approved by IDA,Unsanctioned,Lok Sabha,0,
f15d87d2,MP 0219,NA - construction of public toilet complex,Normal/Others,Jharkhand,Jharkhand Constituency 219,IDA 0099,,,Block 5,,2023-12-14,489244,Action Pending,Unsanctioned,Lok Sabha,0,
23f94930,MP 0022,NA - installation of RO water purification unit,Normal/Others,Jharkhand,Jharkhand Constituency 22,IDA 0161,,,,,2023-06-26,267402,Approved by IDA,Completed,Lok Sabha,0,
01b5cfad,MP 0192,NA - construction of boundary wall for school,Normal/Others,Odisha,Odisha Constituency 192,IDA 0027,,,Block 2,Village 80,2023-07-28,484308,Approved by IDA,Unsanctioned,Lok Sabha,0,
5919429a,MP 0238,NA - repair and renovation of anganwadi center,Normal/Others,Assam,Assam Constituency 238,IDA 0050,,,,Village 24,2024-03-12,606813,Approved by IDA,Unsanctioned,Lok Sabha,0,
7e350b60,MP 0258,NA - installation of solar street lights,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0064,,,,,2023-04-26,199212,Rejected by IDA,Ongoing,Lok Sabha,0,
18015399,MP 0263,NA - construction of cremation ground shed,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 263,IDA 0327,,,Block 5,,2023-09-12,330488,Action Pending,Unsanctioned,Lok Sabha,0,
ad6e62f7,MP 0201,NA - installation of hand pumps and borewells,Normal/Others,Maharashtra,Maharashtra Constituency 201,IDA 0323,,,Block 9,,2023-10-19,199367,Action Pending,Unsanctioned,Lok Sabha,0,
6f3fe5c0,MP 0088,NA - construction of public toilet complex,Normal/Others,Gujarat,Gujarat Constituency 88,IDA 0101,,,Block 11,Village 9,2024-02-14,715206,Approved by IDA,Unsanctioned,Rajya Sabha,0,
6ffc146a,MP 0023,NA - installation of CCTV surveillance system,Normal/Others,Karnataka,Karnataka Constituency 23,IDA 0146,,Ward 15,Block 3,Village 60,2023-08-08,367454,Approved by IDA,Unsanctioned,Lok Sabha,0,
62859f9b,MP 0156,NA - installation of solar street lights,Normal/Others,Punjab,Punjab Constituency 156,IDA 0150,,,Block 6,Village 94,2023-08-15,422234,Action Pending,Unsanctioned,Lok Sabha,0,
55a6777a,MP 0142,NA - installation of hand pumps and borewells,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 142,IDA 0102,,,,Village 94,2023-11-24,191644,Action Pending,Completed,Rajya Sabha,0,
451de8be,MP 0296,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 296,IDA 0382,,,,Village 48,2023-06-13,517715,Approved by IDA,Unsanctioned,Lok Sabha,0,
9638c832,MP 0220,NA - installation of street lights,Normal/Others,Rajasthan,Rajasthan Constituency 220,IDA 0239,,Ward 2,Block 7,Village 76,2023-06-16,232105,Approved by IDA,Unsanctioned,Lok Sabha,0,
842b082a,MP 0217,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 217,IDA 0188,,Ward 1,Block 8,Village 69,2023-11-15,2006922,Approved by IDA,Sanctioned,Lok Sabha,0,
16b6eadf,MP 0061,NA - construction of public toilet complex,Normal/Others,West Bengal,West Bengal Constituency 61,IDA 0148,,,Block 3,,2023-08-16,2409875,Action Pending,Unsanctioned,Lok Sabha,1,structuring
c3325ec9,MP 0269,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 269,IDA 0286,,,Block 2,Village 50,2023-11-04,1092706,Action Pending,Sanctioned,Rajya Sabha,0,
5d3661f9,MP 0164,NA - installation of solar street lights,Normal/Others,Delhi,Delhi Constituency 164,IDA 0349,,Ward 5,,,2023-04-28,323536,Approved by IDA,Unsanctioned,Lok Sabha,0,
9f36d643,MP 0220,NA - construction of drainage system,Normal/Others,Rajasthan,Rajasthan Constituency 220,IDA 0119,,,,Village 45,2023-06-05,1378217,Action Pending,Unsanctioned,Lok Sabha,0,
daa9a70a,MP 0280,NA - development of public park,Normal/Others,Maharashtra,Maharashtra Constituency 280,IDA 0041,,Ward 17,,Village 38,2023-12-21,1860309,Approved by IDA,Ongoing,Lok Sabha,0,
911e6ee0,MP 0061,NA - installation of RO water purification unit,Normal/Others,West Bengal,West Bengal Constituency 61,IDA 0227,,,,,2023-05-08,124062,Action Pending,Unsanctioned,Lok Sabha,0,
7c731f49,MP 0285,NA - renovation of government school building,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 285,IDA 0211,,,,Village 28,2023-08-28,2452728,Action Pending,Sanctioned,Rajya Sabha,1,structuring
fd3d6e4f,MP 0280,NA - construction of community hall,Normal/Others,Maharashtra,Maharashtra Constituency 280,IDA 0000,,,,,2023-12-08,2050278,Approved by IDA,Unsanctioned,Lok Sabha,0,
c542e3ff,MP 0120,NA - installation of CCTV surveillance system,Normal/Others,Bihar,Bihar Constituency 120,IDA 0310,,,,,2023-09-07,450008,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
d5226c00,MP 0147,NA - installation of RO water purification unit,Normal/Others,Rajasthan,Rajasthan Constituency 147,IDA 0354,,,Block 11,,2023-09-02,251816,Action Pending,Sanctioned,Lok Sabha,0,
d3083fa7,MP 0222,NA - construction of drainage system,Normal/Others,West Bengal,West Bengal Constituency 222,IDA 0292,,,,,2023-10-25,1060893,Action Pending,Unsanctioned,Rajya Sabha,0,
646a6c27,MP 0134,NA - installation of street lights,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0227,,Ward 20,,Village 20,2024-02-06,255060,Approved by IDA,Sanctioned,Lok Sabha,0,
eecacfda,MP 0000,NA - installation of hand pumps and borewells,Normal/Others,West Bengal,West Bengal Constituency 0,IDA 0317,,,Block 15,,2023-11-29,93551,Approved by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
c41ee997,MP 0276,NA - renovation of government school building,Normal/Others,Delhi,Delhi Constituency 276,IDA 0288,,Ward 4,,Village 69,2023-12-19,2076684,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
0276e1b4,MP 0116,NA - repair and renovation of anganwadi center,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 116,IDA 0317,,,,,2023-09-29,289353,Action Pending,Completed,Lok Sabha,0,
cb413034,MP 0292,NA - construction of cremation ground shed,Normal/Others,Uttarakhand,Uttarakhand Constituency 292,IDA 0131,,,Block 10,,2023-10-26,410127,Action Pending,Unsanctioned,Rajya Sabha,0,
67d4e5fe,MP 0188,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 188,IDA 0018,,,,,2024-02-20,955359,Approved by IDA,Unsanctioned,Rajya Sabha,1,structuring
ccb5bed9,MP 0155,NA - repair of drinking water supply pipeline,Normal/Others,Odisha,Odisha Constituency 155,IDA 0362,,,Block 5,Village 84,2023-06-27,600837,Action Pending,Unsanctioned,Lok Sabha,0,
b9355403,MP 0153,NA - repair of drinking water supply pipeline,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 153,IDA 0191,,,Block 4,Village 86,2023-06-09,360752,Approved by IDA,Unsanctioned,Lok Sabha,0,
93f2e456,MP 0082,NA - installation of street lights,Normal/Others,Odisha,Odisha Constituency 82,IDA 0041,,,,,2023-11-24,141150,Approved by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
ce5451f1,MP 0074,NA - construction of community hall,Normal/Others,Haryana,Haryana Constituency 74,IDA 0112,,,,Village 39,2023-12-27,1515218,Approved by IDA,Sanctioned,Rajya Sabha,0,
b6b327b0,MP 0158,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 158,IDA 0376,,,Block 9,,2023-12-13,173100,Action Pending,Completed,Lok Sabha,0,
322e2f4d,MP 0198,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 198,IDA 0241,,Ward 26,,Village 45,2023-07-20,730102,Action Pending,Sanctioned,Rajya Sabha,0,
